x,y
2.475735821642320644e+00,3.782871549453429516e+00
7.423370142933698457e-01,4.968610113608693091e+00
-1.246276051080060787e-01,5.232981351872640019e+00
3.184358990526022115e+00,4.053481670025770534e+00
3.626676003935417558e+00,3.190510307621051922e+00
4.030125886171298077e+00,-3.422926963640590348e+00
1.823180098896795442e+00,4.783326616222381311e+00
-1.394349992207713607e+00,4.547233292374091462e+00
2.531240746991793245e+00,4.886215710201204487e+00
-3.147093182182354454e+00,4.347749920502884002e+00
4.701324487435262434e+00,-2.702681317659232807e+00
-4.310604741042217691e-01,4.910693329352615599e+00
-5.356503768000650645e+00,1.237247566045484248e+00
5.192462879805242792e+00,-7.902178876931961193e-01
-5.056094145860423161e+00,1.439439083873341518e+00
-3.033148432026078201e+00,-3.882433019119144735e+00
4.764032234687752165e+00,-1.085746202045788866e+00
-2.564640027464389238e+00,4.489096043581271012e+00
4.474181407412046063e+00,-1.208031842733694017e+00
-3.668729928297311815e+00,2.796736061661536432e+00
3.123985286671555173e+00,-3.492511045475346076e+00
-1.913838808446957529e+00,5.070645645297255477e+00
-4.884238441259648233e+00,3.463921430271251767e-01
8.611558813153479264e-01,-5.195886123793290956e+00
-5.496004747699904769e+00,-1.607627416986672664e+00
-9.858658350986280183e-01,-5.106030179081848530e+00
-4.038772056667004895e-01,4.730407066266478999e+00
2.385815237943150979e+00,3.891004275442948135e+00
4.589249436463994414e+00,-5.356913758819502602e-01
-4.029690746647933253e+00,3.276857879649502703e+00
2.683594913448806629e+00,3.878219915925382288e+00
-2.194468039068560028e+00,-4.424712139132210176e+00
3.509557998696755110e+00,3.649711662604527174e+00
9.645117991887970366e-01,5.108715238601223341e+00
-3.079890180308181957e+00,3.836079938113472920e+00
4.615961130063778839e+00,-8.668528448171338718e-01
1.596317908871236479e+00,4.421941009217807306e+00
-1.444501110253738396e+00,-4.873477121248970256e+00
2.811457483972023219e+00,-4.567322684341043271e+00
2.598086702345947518e+00,-3.544373522569551405e+00
-4.867189778889617457e+00,2.099293877651325246e+00
-2.631253259060520211e+00,3.974237303069293681e+00
3.964734790395456621e+00,2.141124554712780181e+00
-1.566493939152446280e-01,4.712807809443669171e+00
2.956957170254945311e+00,-3.968373075698398811e+00
-1.065870544761089223e+00,5.217910934424913272e+00
3.167626937063300563e+00,3.805238616137614382e+00
4.433625569941864519e+00,1.691395970455798814e+00
-3.415333125738040820e+00,-3.101357226518126620e+00
-4.740921392396543865e+00,-1.122730305279682650e+00
-4.565218844116866848e+00,1.956690944253367759e+00
4.341400983830047799e+00,-1.707777013240221908e+00
4.804685335669155677e+00,5.283483617627584561e-01
2.748049320650204130e+00,-4.125483583080121086e+00
3.827804073583205291e+00,-3.728382517092419857e+00
4.410049884718725721e+00,2.056295549949477941e+00
3.709118849935310269e+00,-2.424800968850238991e+00
-3.060393902868463023e+00,4.137107702266789921e+00
2.012427657964269923e+00,4.549585284355215364e+00
-3.770599978603786706e+00,-3.085487208143661064e+00
-4.236845353282988391e+00,-2.835535480035696221e+00
-2.317622240015166368e-01,4.874865677310650014e+00
4.455277713470278123e+00,1.084070260512639550e+00
-2.969555791096618158e+00,3.565775661722546452e+00
4.353550772960581128e+00,-1.018242586301104868e+00
-6.878098409558053294e-02,-4.933875514641179905e+00
2.155362258235127282e+00,4.946132101043764884e+00
4.765844008893269645e+00,-7.295008501689383973e-01
-5.316636248947687049e-01,-5.018848709280807618e+00
-5.544294389858745120e+00,-1.658467151237424941e-01
5.273379954469454844e+00,6.121495387508406605e-01
7.332695145885388399e-01,-4.448780932855083137e+00
-4.471078242069323139e+00,1.388465024906473388e+00
-3.834256962133417268e+00,3.189975198317413163e+00
9.132967901624864382e-01,-5.094860298574164226e+00
3.467467034409049909e+00,-3.650334964396157567e+00
3.167974783283680651e+00,-4.043342206987343701e+00
-4.839621394993333325e+00,1.737918333509723912e+00
4.100052627920093506e+00,-3.686997224870770307e+00
-5.216204936343599385e+00,8.836591816688432743e-01
-4.600212179275926516e+00,-2.399581401790852553e+00
2.898675507547284536e+00,-4.754312570811825012e+00
-4.288100384820394240e+00,2.742210615996450773e+00
2.364783137980265071e+00,-4.856306290322773833e+00
4.857861138834489445e+00,1.998075784246908349e+00
-4.134089495557385696e+00,3.150450928003757589e+00
4.901555556616483678e+00,-1.273934373293127642e+00
-4.811188828933376627e+00,1.088807847414542396e+00
-2.288412227355717476e+00,-3.913710490541165044e+00
1.692850956064185119e+00,-4.434639276610591097e+00
-3.995961738424869125e+00,3.444729471226723128e+00
-4.303257892745993907e+00,-2.675569275637811106e+00
-4.316760421231476741e+00,2.969516989767794435e+00
2.876329420621512867e+00,-4.713110884253869592e+00
4.551302343007509243e+00,-1.779422543651059674e-01
7.899316553219102310e-01,4.727126184858657432e+00
-8.743949643504261848e-01,-5.357312867492857400e+00
-4.388280362301845372e+00,1.839943131825774847e+00
-1.975125663342516491e+00,4.482046443662683899e+00
2.097841140813377248e+00,4.810100108189193868e+00
-7.251299105644697374e-01,4.803567107548192716e+00
-1.211529628431812666e+00,4.818998639781280069e+00
-3.121080611224958279e+00,3.421484993808792119e+00
4.816862630693299785e+00,1.494400579276686791e-01
-4.101372688204627082e+00,-3.306804317257149073e+00
-3.754406797205818158e+00,-1.910698097437227627e+00
-2.797464476837202785e+00,-4.311909927680657617e+00
4.823973745486143549e+00,1.963901369768750627e+00
4.699104423511004103e-01,-4.937581259684384882e+00
-2.148493811828708466e+00,-4.432893960664817001e+00
4.370854583846873531e+00,-1.257495361411908874e+00
1.074928572670473814e+00,5.060921547474115378e+00
5.215283480209592426e+00,1.200246467088129876e+00
-4.146494540808400409e+00,2.697852015295989503e+00
3.630077847894189969e+00,-3.675780411041340123e+00
-3.492996755000386533e-01,4.706248213121986268e+00
4.705587111291157143e+00,3.077956102822189677e-01
3.986400975844941019e+00,3.418902826975991793e+00
-3.528171039708273504e+00,-4.472240778900292035e+00
-1.046342172085337197e+00,4.278716877529265439e+00
1.928460440825621180e+00,4.092088865670898024e+00
-3.612801272436567679e+00,3.444008506679680615e+00
-2.448719461370750583e+00,4.275035682922029956e+00
2.128122880082996549e+00,-4.691992956398940429e+00
3.974867306759560126e+00,2.846766594418640661e+00
-4.686140217687974285e+00,-9.941266638662731303e-01
-2.103549908827648807e+00,4.316693613911825267e+00
-3.770518230586608510e+00,3.484046757942628414e+00
3.867638893508350328e+00,-2.648032190434600253e+00
-4.966487165760709921e+00,-8.007013646274387941e-01
2.542735255459105836e+00,4.580017910307721429e+00
4.140967862966490998e+00,3.264116116527887801e+00
-1.649855605644559908e+00,-4.564497036765532201e+00
-1.179394586770632358e-01,-4.912037123903926883e+00
-4.811651108139130884e+00,3.546105361554242608e-01
3.154475304542915914e+00,4.396264000589903631e+00
4.721998437550827710e+00,2.731645520127913507e+00
9.379617926089793833e-01,5.121415829141518827e+00
-7.029952107492469793e-01,4.878414070520573631e+00
4.824992506815568127e+00,-2.881725690379978166e-01
-2.390111411133466479e+00,-4.267759119306258953e+00
-1.722321913656746695e+00,-5.084313491761330184e+00
3.246212939728071234e+00,-3.711070899532598943e+00
-5.398972168004488204e+00,-8.117006746069667100e-01
3.646198764481367594e+00,-2.461698403673050706e+00
4.774526466351503018e+00,-3.531626407480952246e-01
-4.619103724863420801e+00,3.813100353875912285e-01
5.237851165425396083e+00,3.132341462462849280e-01
3.488006415129050186e+00,-2.932845982171859767e+00
-5.266399617251487086e+00,-1.338677734643469730e-01
-5.423403545158134165e+00,-1.499881380239516115e+00
-3.489114590614298184e+00,-3.480146675333178230e+00
-4.866717605696073257e+00,2.210319146571023463e+00
-4.639280542343629854e+00,-1.822371432400355040e+00
-4.610504191522953654e+00,-1.626101000785910244e+00
-4.788241982630734306e+00,5.781693624125862074e-01
4.609824981501718710e+00,2.104081582330792621e-02
1.019184418384192714e+00,-4.653726142243045594e+00
3.343951244808919476e+00,4.344981614533336867e+00
4.823485065892588075e+00,5.134729421943762251e-03
-2.295833563839639879e+00,-4.795406029079257948e+00
4.250503390979042173e+00,2.357223546575235584e+00
3.029196972926086140e+00,-4.056415742503835631e+00
3.823716158906519169e+00,-3.275198785053544004e+00
-4.948051712450422635e+00,-7.967050992591415692e-01
-4.504242096809425000e+00,1.659833386383985587e+00
-1.062171317305595331e+00,5.518774314401182934e+00
-4.460547914006351533e+00,2.024390963069599536e+00
3.082376715466707218e+00,-3.147120462240292404e+00
-4.636521169419979493e+00,2.497795635527816138e+00
-3.601443222830392088e+00,-2.595094058772037471e+00
2.200784132070890298e+00,5.057861803895654873e+00
2.699631637588753463e+00,4.363944380853197913e+00
4.247166953618443763e+00,-2.492842756160781104e+00
3.844281284358587403e+00,3.517407510510995206e+00
3.872534198460678923e+00,-3.345896218918630094e+00
3.873346058040087136e+00,-3.368063068217272527e+00
3.706797567995222753e+00,-2.724086806212974388e+00
-1.286801734366834538e+00,-4.586868071254975199e+00
-4.734941935139373115e+00,-1.100251538406908369e-01
-4.128359677250656112e+00,-2.612563149905617887e+00
-3.055829220236659260e+00,-3.580945169454774479e+00
-4.334615260970624995e+00,-1.424862759036456206e+00
-5.117572062395493226e+00,1.385419614508937469e+00
-4.554128875763858275e+00,1.896431252907013310e+00
3.545626015161805977e+00,-3.433789022136509050e+00
3.615336680497565069e+00,3.561391661883698490e+00
-3.630895670361304450e+00,3.422564511108391105e+00
-5.142791376747377186e+00,5.779548231972309047e-01
3.597999470732888394e+00,-4.170689345297317274e+00
4.348983829339417184e+00,2.322558894937711393e+00
-4.250189120131871334e+00,2.645824151346640285e+00
3.429437795310532611e+00,-3.303350889428824377e+00
-9.060976725154396005e-02,5.073717654540119248e+00
4.188965743051153545e+00,2.048928479039655581e+00
2.135459234995353395e+00,-4.558516716633322474e+00
4.376653928836869767e+00,1.785350568423271556e+00
3.031601092484998095e+00,3.570614477422654254e+00
1.117071623252236634e+00,-4.610469987989856300e+00
2.735031023788261795e+00,3.934318094995140846e+00
8.601900355850486957e-01,-4.428340222730439812e+00
5.147521471227665124e+00,8.321235959374141400e-01
-4.072651856628961120e+00,-2.700347507982392425e+00
-1.208602292504715958e+00,-5.300010053129643239e+00
-3.317340651189606415e+00,3.426191515172005264e+00
-5.198892098561951336e+00,9.993778857798849558e-01
-3.932312970903136140e+00,-3.657498539823635042e+00
4.368498349480041121e-01,-4.892393154365963781e+00
-4.497918193551734056e+00,-1.819347957173402142e+00
-1.270839151720815074e+00,5.072811591287710975e+00
-3.398749297853115969e+00,-3.261475594029425995e+00
-4.738089473690952680e+00,8.377525156595879707e-01
-2.482513072760542450e+00,-3.709220971829957136e+00
-2.233833912727502646e+00,4.402631735749404918e+00
-3.315292921858668862e+00,4.141114075225898361e+00
-5.113326578450792859e+00,-8.087170785478200452e-01
-3.613331280600223128e+00,3.908427490029464213e+00
-4.710413216246275070e+00,-2.477109050971686433e+00
3.690295686843348300e+00,-3.792379367078892116e+00
3.322656713502548875e+00,-3.484262812132817189e+00
4.844054224886368054e+00,-5.952606028395224236e-02
3.008292383115714674e+00,5.020069970865870701e+00
-9.037669937247985175e-01,-4.302681773795229425e+00
-2.093892271983258002e+00,-4.522270109513542913e+00
-2.107350820509989564e+00,-4.541558736504974547e+00
2.850537197414452439e+00,-3.988389270518868379e+00
2.176502251762790774e-02,-5.001361775343792893e+00
1.460518472035307935e+00,-5.018811417013650633e+00
2.457860902635334299e-01,-5.244866871925672136e+00
-3.449359848290612263e+00,3.879020279074377520e+00
-4.518676123276153866e+00,-2.769779062696071659e+00
-3.344214885822394123e+00,3.644979770856988210e+00
4.266610805104433801e+00,-2.974983180303649721e+00
-4.648113554419524007e+00,-2.503685003276337362e+00
4.524225601318086376e+00,-3.065394845641779220e+00
2.896632397416830429e+00,4.070543422175652459e+00
5.630585481243658430e-01,5.097058544757341991e+00
9.823663995586163766e-01,-4.713089822383321525e+00
-4.447618733825499326e+00,-2.324444941862590763e+00
-3.322964324927947244e-01,4.754056669480611674e+00
-2.726336521497163545e+00,-4.082860339714735609e+00
-2.439149010638487436e+00,4.264575199056729993e+00
4.686793788070577893e-01,5.220791516966843737e+00
3.845590038464075100e-02,-5.051357065987226669e+00
-4.786295688913928537e+00,-2.627997946210051339e+00
3.720626444662888499e+00,3.821957681419827502e+00
-2.584705907766756905e+00,-5.124439750919252745e+00
4.690666191975395805e+00,-2.328340618022380681e+00
5.038810137698618519e+00,8.587682992896134015e-01
-5.062304659276497532e+00,7.554887130951367658e-01
2.194200845496898644e+00,4.302486726795207161e+00
